"x1" "x2" "y" "color0" "col1" "col2" "col_eucl" "col_gkl" "col_log" "col_ita" "col_poly4" "col_exp"
-0.146730613894761 -1.75237190409098 0.670245435672409 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.729222187539563 -1.45411264866125 0.55125262876564 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.533760955557227 -1.33302358752117 0.566112475134616 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.737190219340846 -0.955467245541513 0.514924198962019 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.424581391504034 -1.80986296564806 0.731232139264335 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.127350416267291 -0.468884952436201 0.42055999145215 "group1" "group1" "group1" "1" "2" "1" "3" "1" "1"
-0.947207307908684 -1.1484256275231 0.652520572998769 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.0027737042400986 -0.145530713791959 0.394484825094824 "group1" "group1" "group1" "1" "3" "2" "3" "1" "2"
-0.0802303114905953 -0.883699329290539 0.452623880418197 "group1" "group1" "group1" "1" "2" "1" "3" "1" "1"
-0.595994143048301 -1.36240611507092 0.603076138932089 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.444543936057016 -0.587145418464206 0.550769356447134 "group1" "group1" "group1" "1" "2" "1" "1" "1" "1"
-0.456836151657626 -0.57171360978391 0.465458773333594 "group1" "group1" "group1" "1" "2" "1" "1" "1" "1"
-0.768381519475952 -1.2313530219486 0.680360251689458 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.82320059533231 -1.78781690313481 0.687982859420764 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.0488036873284727 -0.522280648932792 0.349964145208067 "group1" "group1" "group1" "1" "2" "1" "3" "1" "1"
-0.00196522753685713 -0.202987022115849 0.312660037437625 "group1" "group1" "group1" "1" "3" "2" "3" "1" "2"
-0.670467700343579 -1.83641682686284 0.774406966718818 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.343152169371024 -0.962213406385854 0.536944825566171 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.892212605569512 -0.494250567164272 0.479483797313948 "group1" "group1" "group1" "1" "2" "1" "1" "1" "1"
-0.735501092160121 -1.80191551523749 0.725192053451454 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.944419981446117 -1.04870350400452 0.659669031704217 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.257371572777629 -1.95464765222277 0.689353137282711 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.136719158152118 -1.1873423374258 0.601964737666786 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.902499224524945 -1.5055906820111 0.657560547883981 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.0771253474522382 -0.196213333401829 0.28728417635238 "group1" "group1" "group1" "1" "3" "2" "3" "1" "1"
-0.683215212775394 -1.28685833569616 0.587239643505699 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.788685718085617 -0.942106200032867 0.511054493025539 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.736046110279858 -0.319430144876242 0.429078484689459 "group1" "group1" "group1" "1" "1" "1" "1" "1" "1"
-0.487486939877272 -0.241378613142297 0.415629345209541 "group1" "group1" "group1" "1" "1" "1" "1" "1" "1"
-0.725891457172111 -1.08392086185049 0.501870604650402 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.610614503035322 -1.697757276427 0.725912076994775 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.424992230720818 -0.263740016124211 0.391712513650396 "group1" "group1" "group1" "1" "1" "1" "1" "1" "1"
-0.948287297505885 -1.75096514709294 0.696688097871247 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.0545863127335906 -0.449786974932067 0.422852478772802 "group1" "group1" "group1" "1" "3" "1" "3" "1" "1"
-0.491608617128804 -1.33920894549228 0.69712811615191 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.152219163486734 -0.115779321547598 0.36458995479237 "group1" "group1" "group1" "1" "3" "2" "3" "1" "2"
-0.237008164869621 -0.252372165862471 0.397165038860198 "group1" "group1" "group1" "1" "1" "1" "3" "1" "1"
-0.0474500940181315 -1.51629980322905 0.613597817763123 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.253508412977681 -1.25045604875777 0.585979467453721 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.90392021369189 -0.643407193222083 0.446012033358262 "group1" "group1" "group1" "1" "2" "1" "1" "1" "1"
-0.686161383753642 -1.99293137683999 0.773532194012083 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.94406189606525 -1.42105359223206 0.778065343476603 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.0788103924132884 -1.60838713599369 0.684684326798347 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.494091858621687 -0.218321900861338 0.414641141437019 "group1" "group1" "group1" "1" "1" "1" "1" "1" "1"
-0.83230322599411 -1.38320809323341 0.653920448580991 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.870524258585647 -0.815913800452836 0.50829065477976 "group1" "group1" "group1" "1" "2" "1" "1" "1" "1"
-0.571654790546745 -0.613332275627181 0.503506375669878 "group1" "group1" "group1" "1" "2" "1" "1" "1" "1"
-0.940068767173216 -0.257738323416561 0.418274512818723 "group1" "group2" "group1" "1" "1" "1" "1" "1" "1"
-0.0634169890545309 -1.11308838960249 0.612143879911623 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.445739794988185 -1.88118381446693 0.724910258706505 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.461387360701337 -0.170897907810286 0.356497509970053 "group1" "group1" "group1" "1" "1" "1" "1" "1" "1"
-0.12861747154966 -1.32320840607863 0.592250420445226 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.042949202703312 -0.843536511599086 0.514878916425706 "group1" "group1" "group1" "1" "2" "1" "3" "1" "1"
-0.418645843164995 -1.34019519854337 0.61244392874338 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.591585345799103 -0.857018436072394 0.540004623107139 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.683960220078006 -0.365380328777246 0.559245338943771 "group1" "group1" "group1" "1" "1" "1" "1" "1" "1"
-0.847809005528688 -1.30805493558291 0.616222155752225 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.157083095284179 -0.836698279902339 0.485768743259056 "group1" "group1" "group1" "1" "2" "1" "3" "1" "1"
-0.0992583616171032 -0.52251559777651 0.437110311293705 "group1" "group1" "group1" "1" "2" "1" "3" "1" "1"
-0.714552913559601 -0.619713578838855 0.48545771242027 "group1" "group1" "group1" "1" "2" "1" "1" "1" "1"
-0.314008357003331 -0.118348752032034 0.374778665993921 "group1" "group1" "group1" "1" "1" "3" "1" "1" "1"
-0.71119302068837 -0.895317996060476 0.543485085099843 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.208353549940512 -1.086256721057 0.450903773636344 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.0567537902388722 -1.85867778123356 0.693580363015381 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.852945497026667 -1.87800791529007 0.786342973971652 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.059179687872529 -0.785115366638638 0.378791813428662 "group1" "group1" "group1" "1" "2" "1" "3" "1" "1"
-0.826181769371033 -0.159835891751573 0.387289763027459 "group1" "group2" "group1" "1" "1" "3" "1" "1" "1"
-0.539535079384223 -0.117811289476231 0.336055784901245 "group1" "group2" "group1" "1" "1" "3" "1" "1" "1"
-0.264864801662043 -1.15228889796417 0.619095252726713 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.575234486954287 -1.4888391993707 0.67391668893707 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.205382247455418 -0.762905253912322 0.467203344323021 "group1" "group1" "group1" "1" "2" "1" "3" "1" "1"
-0.920292735332623 -1.43497512652539 0.747941786441032 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.844176213024184 -1.02157078203745 0.591286265314056 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.908297654008493 -1.77521189306863 0.823253241309969 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.381867028074339 -1.5969554908108 0.704225902147874 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.900383901083842 -1.11717314687558 0.662589873230498 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.10938965016976 -0.817502915486694 0.458664456447451 "group1" "group1" "group1" "1" "2" "1" "3" "1" "1"
-0.427690541604534 -0.103605247149244 0.347013495584331 "group1" "group2" "group1" "1" "1" "3" "1" "1" "1"
-0.851584274787456 -1.96370030588005 0.728528864487759 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.354007067391649 -1.38388252758887 0.552965183937002 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.376481229672208 -1.4411665441934 0.536025435842516 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.189324506325647 -1.37074254776817 0.617563881183257 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
-0.0486179422587156 -1.03931286674924 0.47108785083076 "group1" "group1" "group1" "1" "2" "1" "2" "1" "1"
0.00713822870034899 1.74517148911002 0.953876837061049 "group2" "group3" "group3" "2" "3" "3" "3" "2" "3"
0.769137897486699 0.136744960211217 0.726263164211677 "group2" "group1" "group2" "3" "3" "2" "3" "1" "2"
0.3207748522982 0.456656363792717 0.784745557286316 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
0.603804107734418 0.50187699124217 0.7305781366844 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.794800043045132 0.10642721131444 0.674249505292903 "group2" "group1" "group2" "3" "3" "2" "3" "1" "2"
0.16807531417861 1.68504621452632 0.948450693904383 "group2" "group3" "group3" "2" "3" "2" "3" "2" "3"
0.323779036756605 1.31594741619648 0.893709247870449 "group2" "group3" "group3" "3" "3" "2" "3" "2" "3"
0.0101634304720063 0.275624939240515 0.850571817260629 "group2" "group3" "group1" "3" "3" "2" "3" "1" "2"
0.923054308588517 3.15592455102091 0.905873550626064 "group2" "group3" "group2" "3" "3" "2" "3" "3" "3"
0.36615615103156 0.0145776583813131 0.6327878705995 "group2" "group1" "group1" "3" "3" "2" "3" "1" "2"
0.34318254282698 1.11559824548186 0.846594294442306 "group2" "group3" "group3" "3" "3" "2" "3" "2" "2"
0.591393548042929 0.182734292466193 0.669589262595374 "group2" "group1" "group1" "3" "3" "2" "3" "1" "2"
0.609678970163173 0.0257002487778664 0.706649212547225 "group2" "group1" "group1" "3" "3" "2" "3" "1" "2"
0.327422982081771 0.365009629633278 0.879105471590992 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
0.301312968600541 0.462726057507098 0.704225359385502 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
0.186353609897196 0.261086937040091 0.783212297965485 "group2" "group3" "group1" "3" "3" "2" "3" "1" "2"
0.17962044570595 0.0409208675846457 0.831448840587205 "group2" "group1" "group1" "3" "3" "2" "3" "1" "2"
0.652573726118958 1.8215567524636 0.849884207588449 "group2" "group3" "group2" "3" "3" "2" "3" "3" "3"
0.401984435019499 1.0342489350167 0.776725432875609 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.283249759324831 0.514937100466341 0.815265210435144 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
0.283734736964107 1.00084383109879 0.893371837975289 "group2" "group3" "group3" "3" "3" "2" "3" "2" "2"
0.563730608426032 0.0905946059188791 0.665504718123624 "group2" "group1" "group1" "3" "3" "2" "3" "1" "2"
1.24027273665673 0.096545381101956 0.44065468784802 "group2" "group1" "group2" "3" "3" "2" "3" "1" "2"
0.146052028983831 0.17600329965353 0.874268252464118 "group2" "group3" "group1" "3" "3" "2" "3" "1" "2"
0.107446111273021 1.08400205197466 0.922739234017823 "group2" "group3" "group3" "3" "3" "2" "3" "2" "3"
0.210034279385582 0.447758781429613 0.822566015921157 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
0.0735967864748091 0.353100442776777 0.87581093703963 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
0.152620582375675 1.08333161189677 0.832999312674148 "group2" "group3" "group3" "3" "3" "2" "3" "2" "3"
0.78051154776932 1.31475530839981 0.779160651131944 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.563877726884043 0.399352432228625 0.686585999718606 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
0.316568395355716 0.0896429647691548 0.784824718133288 "group2" "group1" "group1" "3" "3" "2" "3" "1" "2"
0.961850941139174 0.0270790033973753 0.631175264435886 "group2" "group1" "group2" "3" "3" "2" "3" "1" "2"
0.283477002754807 1.282424130435 0.850796958869622 "group2" "group3" "group3" "3" "3" "2" "3" "2" "3"
0.199831999655158 0.554504743777215 0.891084059491218 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
0.298598199617118 0.403316697571427 0.751910025904551 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
1.10350623254882 2.74901084403012 0.815705459707454 "group2" "group3" "group2" "3" "3" "2" "3" "3" "3"
0.00698315290431349 2.57778977031324 1.01516903319663 "group2" "group3" "group3" "2" "3" "3" "3" "3" "3"
2.59403743673314 0.332894422433478 0.315240856006791 "group2" "group1" "group2" "3" "3" "2" "3" "2" "2"
0.662282572572535 0.634846324566752 0.746964163201946 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.730928253340435 0.452388675883412 0.580206013495711 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.070373262045905 0.38732995586247 0.876790883823507 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
0.1820118855685 1.49676409495775 0.894941439915816 "group2" "group3" "group3" "3" "3" "2" "3" "2" "3"
0.123793493127325 0.949717707361808 0.888880860010117 "group2" "group3" "group3" "3" "3" "2" "3" "2" "3"
0.347768087850368 0.231215129778761 0.83147663758197 "group2" "group3" "group1" "3" "3" "2" "3" "1" "2"
0.351276694310314 0.0516693717800081 0.78766313869957 "group2" "group1" "group1" "3" "3" "2" "3" "1" "2"
0.287586699705571 0.165293846745044 0.783293069109415 "group2" "group3" "group1" "3" "3" "2" "3" "1" "2"
0.681634131332344 0.604466060977519 0.734511135059243 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.859155165432989 0.659075999166816 0.677420336297367 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.823427439625275 0.365920810220207 0.658097927229896 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.342268984531984 0.174144275486469 0.690763918092624 "group2" "group3" "group1" "3" "3" "2" "3" "1" "2"
0.262230832828209 0.620693613775074 0.849407514726843 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
0.230969205265865 0.0590701203832718 0.735713629885784 "group2" "group1" "group1" "3" "3" "2" "3" "1" "2"
0.34129431261681 0.288438427262008 0.857962380962453 "group2" "group3" "group1" "3" "3" "2" "3" "1" "2"
0.216515354346484 0.100231333642073 0.816568910864164 "group2" "group3" "group1" "3" "3" "2" "3" "1" "2"
0.0689690168946981 0.756678492720139 0.891575645321431 "group2" "group3" "group3" "3" "3" "2" "3" "2" "2"
0.375513401722857 0.575002678669989 0.797578861186394 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
0.485303271456155 1.36022041826965 0.88133452096255 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.540166369152671 0.0870518160708141 0.68565756578266 "group2" "group1" "group1" "3" "3" "2" "3" "1" "2"
0.730228777645486 0.389257545117289 0.705970439739527 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.377363735656981 0.678210371173918 0.768871326490166 "group2" "group3" "group3" "3" "3" "2" "3" "2" "2"
0.166515443939716 0.159719491843134 0.744424593577296 "group2" "group3" "group1" "3" "3" "2" "3" "1" "2"
0.800179336620182 1.29131470243902 0.765390900745558 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.00687056337483227 0.851710101547551 0.8672432926007 "group2" "group3" "group3" "3" "3" "2" "3" "2" "3"
0.487306977135545 0.125077368993155 0.666112694917461 "group2" "group1" "group1" "3" "3" "2" "3" "1" "2"
1.24103750375317 0.215238821116448 0.602311991874995 "group2" "group1" "group2" "3" "3" "2" "3" "1" "2"
0.218003887683153 0.456653682515025 0.810207604858659 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
1.0857562245171 1.10701856664838 0.612338307008158 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.568710207452482 0.424498030293686 0.746073684271366 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.356615372912443 1.50385313472691 0.740264382532663 "group2" "group3" "group3" "3" "3" "2" "3" "2" "3"
0.0825859367764318 0.742457988683229 0.897725518856694 "group2" "group3" "group3" "3" "3" "2" "3" "2" "2"
0.126707741059363 0.527311163954437 0.834684197672709 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
0.437262203730125 0.905493472660792 0.863548787151019 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.155543365617235 0.477239966858178 0.815623404237498 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
0.592722537440664 1.46825511186364 0.912475588157122 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.696319963741017 0.0882429676653879 0.657970264743559 "group2" "group1" "group1" "3" "3" "2" "3" "1" "2"
0.60149615628407 2.02027359410169 0.827389357426309 "group2" "group3" "group2" "3" "3" "2" "3" "3" "3"
1.1758282734531 0.202514557042337 0.597198928618607 "group2" "group1" "group2" "3" "3" "2" "3" "1" "2"
0.725544422909534 0.892158650300509 0.820795907591734 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.948463453869236 0.786264875952585 0.654187836996284 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
1.72833833462539 2.41224947337261 0.766976813065267 "group2" "group3" "group2" "3" "3" "2" "3" "3" "2"
0.252720838412642 0.423927151132375 0.793910476827012 "group2" "group3" "group1" "3" "3" "2" "3" "2" "2"
0.777631179941273 0.200890102423728 0.623535807144996 "group2" "group1" "group2" "3" "3" "2" "3" "1" "2"
0.246898097218946 0.218501057547272 0.800674259842294 "group2" "group3" "group1" "3" "3" "2" "3" "1" "2"
1.10336758283185 0.641035676002502 0.683285515001001 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
2.52705143024948 2.60407633880589 0.54734534920731 "group2" "group3" "group2" "3" "3" "2" "3" "3" "2"
0.831015779594791 0.747636648784292 0.694744556898653 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.382218279389149 2.97360569966917 0.959722056661862 "group2" "group3" "group3" "2" "3" "2" "3" "3" "3"
0.102788541871226 1.20383562917664 0.920665605989993 "group2" "group3" "group3" "3" "3" "2" "3" "2" "3"
0.069937628736052 1.57123656748774 0.96353438626813 "group2" "group3" "group3" "2" "3" "2" "3" "2" "3"
0.469623675083226 1.1601521083665 0.845901459998239 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
3.70721529961979 0.0283214543014765 0.0143783872087175 "group2" "group1" "group2" "3" "3" "2" "3" "1" "2"
0.027701991160157 0.185161911463348 0.78552148031015 "group2" "group3" "group1" "3" "3" "2" "3" "1" "2"
0.119372632587329 0.0679348676713522 0.77274813919007 "group2" "group3" "group1" "3" "3" "2" "3" "1" "2"
0.0870919122373258 3.19383924437647 1.06806195488795 "group2" "group3" "group3" "2" "3" "3" "3" "3" "3"
0.534096444004631 1.16752530355794 0.756530637005636 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.52801239628107 2.20304922188137 0.896574911976845 "group2" "group3" "group2" "3" "3" "2" "3" "3" "3"
0.919187344568682 0.358158321879581 0.702543165915707 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.476418332641429 0.96224337171746 0.773637558169812 "group2" "group3" "group2" "3" "3" "2" "3" "2" "2"
0.935460513415647 2.53025561372254 0.778308512598311 "group2" "group3" "group2" "3" "3" "2" "3" "3" "3"
1.01941739679001 1.81200845717433 0.823138830651121 "group2" "group3" "group2" "3" "3" "2" "3" "3" "2"
-0.481106575424341 0.326620650223845 1.04442113901276 "group3" "group2" "group1" "2" "1" "3" "1" "2" "3"
-1.36997751967347 0.495759081883953 0.84682979091188 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.343330216145933 1.27152015531838 1.00406919418485 "group3" "group3" "group3" "2" "1" "3" "1" "2" "3"
-0.568059198418726 1.17917060967398 0.911263008736117 "group3" "group3" "group3" "2" "1" "3" "1" "2" "3"
-0.0176372664924016 1.0119891221718 1.08565395456907 "group3" "group3" "group3" "2" "3" "2" "3" "2" "3"
-0.808471478554963 1.08803018612684 0.880332729805069 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.451306864869661 0.503900185327945 0.968770107988771 "group3" "group2" "group1" "2" "1" "3" "1" "2" "3"
-0.997290288286248 1.68773193362542 0.741918646507902 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.892740350269385 0.974417830998776 0.806239855198245 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.562310584836043 1.26370735345227 0.868782111284038 "group3" "group3" "group3" "2" "1" "3" "1" "2" "3"
-0.320930321075635 0.828786935503751 1.05260839115667 "group3" "group3" "group3" "2" "1" "3" "1" "2" "3"
-0.537635721854247 1.05865938455577 0.89104395189398 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.936201140756516 0.596504530070734 0.936570026205118 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-1.20659764381909 0.792606846842501 0.71722514947153 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.482419743449794 1.54802814921594 0.834502407548027 "group3" "group3" "group3" "2" "1" "3" "1" "2" "3"
-1.01273952037147 0.163163997644644 0.91792591207048 "group3" "group2" "group3" "2" "1" "3" "1" "1" "3"
-0.601611247904645 1.18684743027892 0.922625870412116 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.657241787331362 1.26771467717215 0.888204538661824 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.839899718176328 1.25502233215548 0.795141276276922 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.540277651216559 0.930679297289725 0.945372806089299 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.754171502789838 0.970395696822789 0.851899665665567 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.886313817412282 0.735215008395287 0.822093504225529 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.725959978505318 0.506600153327317 1.02520595389429 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.453017885262202 0.979092799678634 0.924617141921855 "group3" "group3" "group3" "2" "1" "3" "1" "2" "3"
-0.418981992183282 0.709411350100345 1.04861483123214 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.831760192345015 1.25343511815114 0.797509923740679 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.0562578006856035 1.0668573468562 1.11868108587011 "group3" "group3" "group3" "2" "3" "2" "3" "2" "3"
-0.798929504000931 1.11412835641191 0.754130148320379 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.664043613561795 0.932581497009625 0.82407490574824 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.674790796734356 1.14314189272315 0.833316896632208 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.75678236917124 0.561512207101795 0.850975768558012 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.637837708221565 -0.143214649047928 0.970850918987234 "group3" "group2" "group1" "1" "1" "3" "1" "1" "1"
-0.797668137756655 0.989660422965767 0.898007412392546 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-1.22321900563625 0.570678265778156 0.769649039503254 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.71524501092312 1.25337823418644 0.705001923965135 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.942666766669864 0.725968423791047 0.918612173895792 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.784548456623956 1.18678656369477 0.882332588972218 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.631181464575375 1.79150479680124 0.819993692270611 "group3" "group3" "group3" "2" "1" "3" "1" "2" "3"
-0.804884726829647 1.50587412517247 0.774523181091836 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.594562544532758 0.681107924681956 0.947796696227429 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.776391912534034 1.47726195816327 0.910527627805685 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-1.32253683613979 1.65945763756351 0.597095594902916 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.600362742128929 1.0320592395209 0.855646342402756 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.714342744706562 0.772976229875372 0.915364468524251 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.335626468084862 0.679209394654419 1.06136343866501 "group3" "group3" "group3" "2" "1" "3" "1" "2" "3"
-1.0939903124211 1.16225023013757 0.74090899002077 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
-0.893068407328994 0.609687756558088 0.89102923948562 "group3" "group2" "group3" "2" "1" "3" "1" "2" "3"
