"x1" "x2" "color0" "color_euc" "color_gkl" "color_poly5" "color_ita"
3 15 "1" "1" "1" "1" "1"
4 8 "1" "1" "1" "2" "1"
3 13 "1" "1" "1" "1" "1"
2 7 "1" "1" "1" "2" "1"
4 13 "1" "1" "1" "1" "1"
6 8 "1" "1" "1" "2" "1"
7 14 "1" "1" "1" "1" "2"
1 9 "1" "1" "1" "2" "1"
4 12 "1" "1" "1" "1" "1"
3 9 "1" "1" "1" "2" "1"
3 11 "1" "1" "1" "2" "1"
4 15 "1" "1" "1" "1" "1"
6 18 "1" "1" "1" "1" "1"
6 6 "1" "2" "1" "2" "1"
4 13 "1" "1" "1" "1" "1"
5 9 "1" "1" "1" "2" "1"
4 10 "1" "1" "1" "2" "1"
4 14 "1" "1" "1" "1" "1"
5 14 "1" "1" "1" "1" "1"
5 18 "1" "1" "1" "1" "1"
4 12 "1" "1" "1" "1" "1"
4 13 "1" "1" "1" "1" "1"
4 13 "1" "1" "1" "1" "1"
3 9 "1" "1" "1" "2" "1"
7 13 "1" "1" "1" "1" "2"
5 9 "1" "1" "1" "2" "1"
9 13 "1" "1" "3" "1" "2"
8 11 "1" "1" "1" "2" "2"
3 13 "1" "1" "1" "1" "1"
3 13 "1" "1" "1" "1" "1"
5 16 "1" "1" "1" "1" "1"
4 6 "1" "1" "1" "2" "1"
3 13 "1" "1" "1" "1" "1"
6 11 "1" "1" "1" "2" "1"
3 19 "1" "1" "1" "1" "1"
2 10 "1" "1" "1" "2" "1"
4 12 "1" "1" "1" "1" "1"
5 10 "1" "1" "1" "2" "1"
4 11 "1" "1" "1" "2" "1"
3 10 "1" "1" "1" "2" "1"
6 12 "1" "1" "1" "1" "1"
3 13 "1" "1" "1" "1" "1"
5 13 "1" "1" "1" "1" "1"
15 3 "2" "2" "2" "2" "3"
12 3 "2" "2" "2" "2" "3"
7 4 "2" "2" "2" "2" "3"
21 2 "2" "2" "2" "3" "3"
9 1 "2" "2" "2" "2" "3"
9 2 "2" "2" "2" "2" "3"
11 2 "2" "2" "2" "2" "3"
9 4 "2" "2" "2" "2" "3"
15 3 "2" "2" "2" "2" "3"
13 2 "2" "2" "2" "2" "3"
7 4 "2" "2" "2" "2" "3"
16 6 "2" "2" "2" "2" "2"
16 5 "2" "2" "2" "2" "3"
16 2 "2" "2" "2" "2" "3"
11 4 "2" "2" "2" "2" "3"
6 8 "2" "1" "1" "2" "1"
11 2 "2" "2" "2" "2" "3"
12 2 "2" "2" "2" "2" "3"
17 2 "2" "2" "2" "2" "3"
19 4 "2" "2" "2" "3" "3"
11 1 "2" "2" "2" "2" "3"
11 2 "2" "2" "2" "2" "3"
8 4 "2" "2" "2" "2" "3"
14 5 "2" "2" "2" "2" "3"
12 5 "2" "2" "2" "2" "3"
10 2 "2" "2" "2" "2" "3"
11 4 "2" "2" "2" "2" "3"
12 6 "2" "2" "2" "2" "2"
10 5 "2" "2" "2" "2" "3"
11 3 "2" "2" "2" "2" "3"
11 4 "2" "2" "2" "2" "3"
10 2 "2" "2" "2" "2" "3"
15 2 "2" "2" "2" "2" "3"
14 3 "2" "2" "2" "2" "3"
9 2 "2" "2" "2" "2" "3"
12 4 "2" "2" "2" "2" "3"
11 5 "2" "2" "2" "2" "3"
13 2 "2" "2" "2" "2" "3"
10 3 "2" "2" "2" "2" "3"
9 1 "2" "2" "2" "2" "3"
14 3 "2" "2" "2" "2" "3"
14 4 "2" "2" "2" "2" "3"
9 5 "2" "2" "2" "2" "3"
10 3 "2" "2" "2" "2" "3"
13 7 "2" "2" "2" "2" "2"
10 3 "2" "2" "2" "2" "3"
8 2 "2" "2" "2" "2" "3"
9 2 "2" "2" "2" "2" "3"
10 3 "2" "2" "2" "2" "3"
10 4 "2" "2" "2" "2" "3"
15 2 "2" "2" "2" "2" "3"
15 4 "2" "2" "2" "2" "3"
14 1 "2" "2" "2" "2" "3"
11 2 "2" "2" "2" "2" "3"
13 5 "2" "2" "2" "2" "3"
17 3 "2" "2" "2" "2" "3"
9 2 "2" "2" "2" "2" "3"
12 2 "2" "2" "2" "2" "3"
8 3 "2" "2" "2" "2" "3"
8 1 "2" "2" "2" "2" "3"
8 5 "2" "2" "2" "2" "3"
8 2 "2" "2" "2" "2" "3"
7 1 "2" "2" "2" "2" "3"
9 2 "2" "2" "2" "2" "3"
16 1 "2" "2" "2" "2" "3"
8 2 "2" "2" "2" "2" "3"
15 3 "2" "2" "2" "2" "3"
16 2 "2" "2" "2" "2" "3"
12 2 "2" "2" "2" "2" "3"
11 3 "2" "2" "2" "2" "3"
16 1 "2" "2" "2" "2" "3"
11 3 "2" "2" "2" "2" "3"
14 3 "2" "2" "2" "2" "3"
10 1 "2" "2" "2" "2" "3"
11 4 "2" "2" "2" "2" "3"
9 1 "2" "2" "2" "2" "3"
20 1 "2" "2" "2" "3" "3"
13 6 "2" "2" "2" "2" "2"
13 1 "2" "2" "2" "2" "3"
15 3 "2" "2" "2" "2" "3"
8 4 "2" "2" "2" "2" "3"
6 4 "2" "2" "2" "2" "3"
9 3 "2" "2" "2" "2" "3"
10 1 "2" "2" "2" "2" "3"
7 1 "2" "2" "2" "2" "3"
11 3 "2" "2" "2" "2" "3"
17 4 "2" "2" "2" "2" "3"
6 3 "2" "2" "2" "2" "3"
8 5 "2" "2" "2" "2" "3"
17 3 "2" "2" "2" "2" "3"
12 1 "2" "2" "2" "2" "3"
8 2 "2" "2" "2" "2" "3"
11 3 "2" "2" "2" "2" "3"
8 2 "2" "2" "2" "2" "3"
10 3 "2" "2" "2" "2" "3"
16 4 "2" "2" "2" "2" "3"
11 3 "2" "2" "2" "2" "3"
15 2 "2" "2" "2" "2" "3"
11 2 "2" "2" "2" "2" "3"
12 2 "2" "2" "2" "2" "3"
12 3 "2" "2" "2" "2" "3"
8 2 "2" "2" "2" "2" "3"
10 3 "2" "2" "2" "2" "3"
8 1 "2" "2" "2" "2" "3"
13 2 "2" "2" "2" "2" "3"
10 3 "2" "2" "2" "2" "3"
12 5 "2" "2" "2" "2" "3"
14 5 "2" "2" "2" "2" "3"
8 2 "2" "2" "2" "2" "3"
6 2 "2" "2" "2" "2" "3"
12 7 "2" "2" "2" "2" "2"
16 4 "2" "2" "2" "2" "3"
12 1 "2" "2" "2" "2" "3"
13 2 "2" "2" "2" "2" "3"
20 5 "2" "2" "2" "3" "2"
9 3 "2" "2" "2" "2" "3"
13 4 "2" "2" "2" "2" "3"
9 3 "2" "2" "2" "2" "3"
9 2 "2" "2" "2" "2" "3"
12 3 "2" "2" "2" "2" "3"
4 2 "2" "2" "2" "2" "3"
14 3 "2" "2" "2" "2" "3"
18 5 "2" "2" "2" "3" "3"
11 3 "2" "2" "2" "2" "3"
14 2 "2" "2" "2" "2" "3"
8 3 "2" "2" "2" "2" "3"
10 2 "2" "2" "2" "2" "3"
11 4 "2" "2" "2" "2" "3"
6 1 "2" "2" "2" "2" "3"
13 1 "2" "2" "2" "2" "3"
8 3 "2" "2" "2" "2" "3"
8 3 "2" "2" "2" "2" "3"
11 1 "2" "2" "2" "2" "3"
4 3 "2" "2" "2" "2" "3"
9 1 "2" "2" "2" "2" "3"
9 2 "2" "2" "2" "2" "3"
13 2 "2" "2" "2" "2" "3"
7 2 "2" "2" "2" "2" "3"
14 4 "2" "2" "2" "2" "3"
10 4 "2" "2" "2" "2" "3"
11 2 "2" "2" "2" "2" "3"
3 2 "2" "2" "2" "2" "3"
7 4 "2" "2" "2" "2" "3"
14 4 "2" "2" "2" "2" "3"
11 5 "2" "2" "2" "2" "3"
14 3 "2" "2" "2" "2" "3"
12 2 "2" "2" "2" "2" "3"
5 2 "2" "2" "2" "2" "3"
13 4 "2" "2" "2" "2" "3"
10 4 "2" "2" "2" "2" "3"
6 3 "2" "2" "2" "2" "3"
12 5 "2" "2" "2" "2" "3"
10 2 "2" "2" "2" "2" "3"
12 2 "2" "2" "2" "2" "3"
16 4 "2" "2" "2" "2" "3"
9 2 "2" "2" "2" "2" "3"
11 1 "2" "2" "2" "2" "3"
9 4 "2" "2" "2" "2" "3"
19 2 "2" "2" "2" "3" "3"
13 4 "2" "2" "2" "2" "3"
8 1 "2" "2" "2" "2" "3"
13 1 "2" "2" "2" "2" "3"
9 1 "2" "2" "2" "2" "3"
11 4 "2" "2" "2" "2" "3"
16 3 "2" "2" "2" "2" "3"
11 4 "2" "2" "2" "2" "3"
9 6 "2" "2" "2" "2" "2"
10 4 "2" "2" "2" "2" "3"
14 3 "2" "2" "2" "2" "3"
13 4 "2" "2" "2" "2" "3"
13 3 "2" "2" "2" "2" "3"
11 2 "2" "2" "2" "2" "3"
12 1 "2" "2" "2" "2" "3"
7 2 "2" "2" "2" "2" "3"
3 5 "2" "1" "1" "2" "1"
14 3 "2" "2" "2" "2" "3"
9 4 "2" "2" "2" "2" "3"
11 1 "2" "2" "2" "2" "3"
12 3 "2" "2" "2" "2" "3"
13 2 "2" "2" "2" "2" "3"
16 2 "2" "2" "2" "2" "3"
11 3 "2" "2" "2" "2" "3"
6 6 "2" "2" "1" "2" "1"
3 2 "2" "2" "2" "2" "3"
10 1 "2" "2" "2" "2" "3"
10 2 "2" "2" "2" "2" "3"
9 2 "2" "2" "2" "2" "3"
10 4 "2" "2" "2" "2" "3"
8 2 "2" "2" "2" "2" "3"
10 1 "2" "2" "2" "2" "3"
13 2 "2" "2" "2" "2" "3"
11 2 "2" "2" "2" "2" "3"
12 1 "2" "2" "2" "2" "3"
12 3 "2" "2" "2" "2" "3"
10 3 "2" "2" "2" "2" "3"
8 4 "2" "2" "2" "2" "3"
8 2 "2" "2" "2" "2" "3"
17 4 "2" "2" "2" "2" "3"
9 2 "2" "2" "2" "2" "3"
13 1 "2" "2" "2" "2" "3"
14 22 "3" "3" "3" "1" "2"
18 20 "3" "3" "3" "3" "2"
19 14 "3" "3" "3" "3" "2"
25 13 "3" "3" "3" "3" "2"
19 8 "3" "3" "3" "3" "2"
22 7 "3" "3" "3" "3" "2"
21 18 "3" "3" "3" "3" "2"
16 14 "3" "3" "3" "3" "2"
16 15 "3" "3" "3" "3" "2"
20 19 "3" "3" "3" "3" "2"
14 16 "3" "3" "3" "1" "2"
12 17 "3" "3" "3" "1" "2"
20 12 "3" "3" "3" "3" "2"
14 16 "3" "3" "3" "1" "2"
17 8 "3" "3" "3" "3" "2"
21 13 "3" "3" "3" "3" "2"
17 19 "3" "3" "3" "3" "2"
15 20 "3" "3" "3" "1" "2"
15 9 "3" "3" "3" "2" "2"
23 12 "3" "3" "3" "3" "2"
16 15 "3" "3" "3" "3" "2"
15 17 "3" "3" "3" "1" "2"
10 20 "3" "3" "3" "1" "2"
15 13 "3" "3" "3" "3" "2"
20 21 "3" "3" "3" "3" "2"
13 11 "3" "3" "3" "2" "2"
18 15 "3" "3" "3" "3" "2"
17 14 "3" "3" "3" "3" "2"
15 17 "3" "3" "3" "1" "2"
12 10 "3" "3" "3" "2" "2"
13 15 "3" "3" "3" "1" "2"
17 14 "3" "3" "3" "3" "2"
12 20 "3" "3" "3" "1" "2"
21 9 "3" "3" "3" "3" "2"
17 15 "3" "3" "3" "3" "2"
13 14 "3" "3" "3" "1" "2"
20 11 "3" "3" "3" "3" "2"
16 13 "3" "3" "3" "3" "2"
13 12 "3" "3" "3" "2" "2"
10 13 "3" "1" "3" "1" "2"
13 13 "3" "3" "3" "1" "2"
15 13 "3" "3" "3" "3" "2"
20 16 "3" "3" "3" "3" "2"
20 11 "3" "3" "3" "3" "2"
17 21 "3" "3" "3" "3" "2"
17 10 "3" "3" "3" "3" "2"
16 13 "3" "3" "3" "3" "2"
21 18 "3" "3" "3" "3" "2"
28 10 "3" "3" "3" "3" "2"
13 15 "3" "3" "3" "1" "2"
17 11 "3" "3" "3" "3" "2"
20 21 "3" "3" "3" "3" "2"
21 17 "3" "3" "3" "3" "2"
15 11 "3" "3" "3" "2" "2"
13 19 "3" "3" "3" "1" "2"
18 13 "3" "3" "3" "3" "2"
15 18 "3" "3" "3" "1" "2"
20 16 "3" "3" "3" "3" "2"
17 15 "3" "3" "3" "3" "2"
13 12 "3" "3" "3" "2" "2"
16 16 "3" "3" "3" "3" "2"
12 17 "3" "3" "3" "1" "2"
11 16 "3" "3" "3" "1" "2"
20 18 "3" "3" "3" "3" "2"
14 13 "3" "3" "3" "1" "2"
18 15 "3" "3" "3" "3" "2"
14 14 "3" "3" "3" "1" "2"
19 14 "3" "3" "3" "3" "2"
15 13 "3" "3" "3" "3" "2"
11 13 "3" "3" "3" "1" "2"
15 11 "3" "3" "3" "2" "2"
21 14 "3" "3" "3" "3" "2"
19 8 "3" "3" "3" "3" "2"
17 13 "3" "3" "3" "3" "2"
14 13 "3" "3" "3" "1" "2"
9 12 "3" "1" "3" "2" "2"
15 12 "3" "3" "3" "3" "2"
12 16 "3" "3" "3" "1" "2"
16 15 "3" "3" "3" "3" "2"
16 19 "3" "3" "3" "3" "2"
9 15 "3" "1" "3" "1" "2"
18 14 "3" "3" "3" "3" "2"
15 14 "3" "3" "3" "3" "2"
14 22 "3" "3" "3" "1" "2"
16 9 "3" "3" "3" "3" "2"
20 19 "3" "3" "3" "3" "2"
13 10 "3" "3" "3" "2" "2"
18 12 "3" "3" "3" "3" "2"
15 14 "3" "3" "3" "3" "2"
20 13 "3" "3" "3" "3" "2"
16 17 "3" "3" "3" "3" "2"
14 18 "3" "3" "3" "1" "2"
19 16 "3" "3" "3" "3" "2"
18 17 "3" "3" "3" "3" "2"
10 14 "3" "1" "3" "1" "2"
20 8 "3" "3" "3" "3" "2"
12 13 "3" "3" "3" "1" "2"
10 19 "3" "3" "3" "1" "2"
13 17 "3" "3" "3" "1" "2"
14 14 "3" "3" "3" "1" "2"
15 9 "3" "3" "3" "2" "2"
13 15 "3" "3" "3" "1" "2"
17 12 "3" "3" "3" "3" "2"
13 15 "3" "3" "3" "1" "2"
13 20 "3" "3" "3" "1" "2"
13 15 "3" "3" "3" "1" "2"
11 14 "3" "3" "3" "1" "2"
20 13 "3" "3" "3" "3" "2"
14 25 "3" "3" "3" "1" "2"
19 18 "3" "3" "3" "3" "2"
13 19 "3" "3" "3" "1" "2"
16 13 "3" "3" "3" "3" "2"
16 20 "3" "3" "3" "3" "2"
14 15 "3" "3" "3" "1" "2"
24 12 "3" "3" "3" "3" "2"
12 18 "3" "3" "3" "1" "2"
19 14 "3" "3" "3" "3" "2"
12 17 "3" "3" "3" "1" "2"
20 12 "3" "3" "3" "3" "2"
12 21 "3" "3" "3" "1" "2"
15 15 "3" "3" "3" "3" "2"
14 10 "3" "3" "3" "2" "2"
10 16 "3" "3" "3" "1" "2"
16 13 "3" "3" "3" "3" "2"
16 19 "3" "3" "3" "3" "2"
15 15 "3" "3" "3" "3" "2"
20 16 "3" "3" "3" "3" "2"
14 15 "3" "3" "3" "1" "2"
10 14 "3" "1" "3" "1" "2"
17 9 "3" "3" "3" "3" "2"
10 18 "3" "3" "3" "1" "2"
13 14 "3" "3" "3" "1" "2"
19 10 "3" "3" "3" "3" "2"
19 9 "3" "3" "3" "3" "2"
9 13 "3" "1" "3" "1" "2"
14 16 "3" "3" "3" "1" "2"
11 8 "3" "2" "3" "2" "2"
20 16 "3" "3" "3" "3" "2"
16 16 "3" "3" "3" "3" "2"
18 17 "3" "3" "3" "3" "2"
17 16 "3" "3" "3" "3" "2"
15 13 "3" "3" "3" "3" "2"
18 10 "3" "3" "3" "3" "2"
16 12 "3" "3" "3" "3" "2"
17 16 "3" "3" "3" "3" "2"
17 14 "3" "3" "3" "3" "2"
16 13 "3" "3" "3" "3" "2"
18 19 "3" "3" "3" "3" "2"
15 10 "3" "3" "3" "2" "2"
15 16 "3" "3" "3" "3" "2"
18 14 "3" "3" "3" "3" "2"
11 16 "3" "3" "3" "1" "2"
11 11 "3" "3" "3" "2" "2"
14 14 "3" "3" "3" "1" "2"
18 17 "3" "3" "3" "3" "2"
14 16 "3" "3" "3" "1" "2"
15 15 "3" "3" "3" "3" "2"
18 16 "3" "3" "3" "3" "2"
9 14 "3" "1" "3" "1" "2"
21 18 "3" "3" "3" "3" "2"
23 21 "3" "3" "3" "3" "2"
17 7 "3" "2" "3" "3" "2"
21 10 "3" "3" "3" "3" "2"
25 20 "3" "3" "3" "3" "2"
16 15 "3" "3" "3" "3" "2"
14 15 "3" "3" "3" "1" "2"
19 20 "3" "3" "3" "3" "2"
16 13 "3" "3" "3" "3" "2"
12 9 "3" "2" "3" "2" "2"
15 20 "3" "3" "3" "1" "2"
12 20 "3" "3" "3" "1" "2"
16 11 "3" "3" "3" "3" "2"
18 16 "3" "3" "3" "3" "2"
21 26 "3" "3" "3" "3" "2"
17 11 "3" "3" "3" "3" "2"
11 11 "3" "3" "3" "2" "2"
14 16 "3" "3" "3" "1" "2"
16 14 "3" "3" "3" "3" "2"
9 16 "3" "1" "3" "1" "2"
18 14 "3" "3" "3" "3" "2"
7 13 "3" "1" "1" "1" "2"
11 17 "3" "3" "3" "1" "2"
16 21 "3" "3" "3" "3" "2"
18 11 "3" "3" "3" "3" "2"
15 13 "3" "3" "3" "3" "2"
18 10 "3" "3" "3" "3" "2"
19 13 "3" "3" "3" "3" "2"
15 20 "3" "3" "3" "1" "2"
15 14 "3" "3" "3" "3" "2"
14 13 "3" "3" "3" "1" "2"
21 13 "3" "3" "3" "3" "2"
16 15 "3" "3" "3" "3" "2"
13 20 "3" "3" "3" "1" "2"
16 19 "3" "3" "3" "3" "2"
26 18 "3" "3" "3" "3" "2"
19 22 "3" "3" "3" "3" "2"
20 12 "3" "3" "3" "3" "2"
14 14 "3" "3" "3" "1" "2"
18 24 "3" "3" "3" "3" "2"
13 19 "3" "3" "3" "1" "2"
